ID,GENDER,AGE,MARITAL_STATUS,PROFESSION
2842,F,35,Married,Other
2843,F,35,Married,Other
2844,F,28,Single,Student
2845,M,56,Unspecified,Other
2846,M,56,Unspecified,Other
2847,M,21,Single,Trades
2848,M,21,Single,Trades
2849,F,31,Single,Professional
2850,F,28,Single,Student
2851,F,25,Married,Other
2852,F,36,Unspecified,Hospitality
2853,F,36,Unspecified,Hospitality
2854,F,36,Unspecified,Hospitality
2855,F,36,Unspecified,Hospitality
2856,F,36,Unspecified,Hospitality
2857,M,28,Single,Other
2858,M,28,Married,Sales
2859,M,25,Single,Student
2860,M,25,Single,Student
2861,M,25,Single,Sales
2862,F,28,Single,Other
2863,M,24,Single,Trades
2864,M,24,Single,Trades
2865,M,24,Single,Trades
2866,M,24,Single,Trades
2867,M,36,Single,Sales
2868,M,36,Single,Sales
2869,F,40,Married,Other
2870,F,40,Married,Other
2871,F,40,Married,Other
2872,F,40,Married,Other
2873,F,22,Single,Student
2874,F,22,Single,Student
2875,F,22,Single,Student
2876,F,22,Single,Student
2877,F,22,Single,Student
2878,F,28,Single,Other
2879,F,28,Single,Other
2880,F,28,Single,Other
2881,M,41,Married,Other
2882,M,41,Married,Other
2883,M,21,Single,Professional
2884,M,21,Single,Student
2885,F,28,Single,Retail
2886,M,52,Unspecified,Other
2887,F,40,Unspecified,Hospitality
2888,F,40,Unspecified,Hospitality
2889,F,40,Unspecified,Hospitality
2890,F,26,Single,Retail
2891,M,37,Single,Other
2892,M,37,Single,Other
2893,F,68,Unspecified,Hospitality
2894,F,28,Married,Professional
2895,F,28,Married,Professional
2896,F,35,Married,Other
2897,F,35,Married,Other
2898,M,37,Married,Professional
2899,F,34,Married,Executive
2900,M,41,Married,Trades
2901,F,25,Single,Other
2902,M,22,Single,Sales
2903,M,22,Single,Sales
2904,F,33,Married,Other
2905,F,33,Married,Other
2906,F,33,Married,Other
2907,F,33,Married,Other
2908,F,28,Single,Professional
2909,F,28,Single,Professional
2910,M,33,Married,Other
2911,M,33,Married,Other
2912,F,37,Unspecified,Other
2913,F,37,Unspecified,Other
2914,F,37,Unspecified,Other
2915,F,25,Single,Other
2916,M,40,Married,Other
2917,F,43,Married,Other
2918,F,43,Married,Other
2919,F,28,Single,Retail
2920,M,35,Married,Other
2921,F,38,Married,Other
2922,F,38,Married,Other
2923,F,28,Married,Executive
2924,F,20,Married,Other
2925,F,23,Single,Sales
2926,F,41,Married,Other
2927,F,41,Married,Other
2928,M,19,Single,Other
2929,M,19,Single,Other
2930,F,51,Married,Other
2931,F,49,Married,Executive
2932,M,29,Single,Sales
2933,M,29,Single,Sales
2934,M,34,Married,Sales
2935,M,34,Married,Sales
2936,M,39,Single,Sales
2937,M,49,Married,Retired
2938,M,30,Married,Trades
2939,M,39,Single,Other
2940,M,39,Single,Other
2941,M,25,Single,Trades
2942,M,56,Married,Other
2943,F,33,Married,Other
2944,F,33,Married,Other
2945,M,25,Single,Student
2946,F,28,Single,Professional
2947,F,34,Single,Other
2948,M,43,Married,Other
2949,F,39,Single,Other
2950,F,41,Unspecified,Hospitality
2951,F,41,Unspecified,Hospitality
2952,M,30,Married,Sales
2953,F,35,Single,Retail
2954,F,42,Married,Other
2955,M,22,Single,Other
2956,M,22,Single,Other
2957,M,25,Single,Sales
2958,M,25,Single,Sales
2959,F,32,Married,Executive
2960,F,21,Single,Other
2961,M,25,Married,Professional
2962,F,27,Single,Professional
2963,F,19,Single,Other
2964,F,19,Single,Other
2965,F,59,Married,Retired
2966,M,49,Married,Professional
2967,M,49,Married,Professional
2968,M,49,Married,Professional
2969,M,49,Married,Professional
2970,F,35,Married,Other
2971,F,35,Married,Other
2972,F,68,Married,Other
2973,F,68,Married,Other
2974,M,22,Single,Sales
2975,F,39,Married,Professional
2976,M,26,Married,Executive
2977,M,19,Single,Executive
2978,M,19,Single,Executive
2979,M,34,Married,Sales
2980,M,34,Married,Sales
2981,F,37,Single,Professional
2982,M,30,Married,Sales
2983,M,30,Married,Sales
2984,F,37,Married,Executive
2985,F,37,Married,Executive
2986,M,23,Single,Professional
2987,M,23,Single,Professional
2988,F,47,Married,Other
2989,M,41,Married,Other
2990,F,33,Unspecified,Hospitality
2991,F,33,Unspecified,Hospitality
2992,M,40,Married,Professional
2993,M,33,Married,Other
2994,M,20,Single,Sales
2995,M,20,Single,Sales
2996,M,30,Married,Sales
2997,M,30,Married,Sales
2998,M,30,Married,Sales
2999,M,19,Single,Professional
3000,M,19,Single,Professional
3001,F,67,Married,Other
3002,F,67,Married,Other
3003,M,31,Married,Other
3004,F,36,Married,Other
3005,F,36,Married,Other
3006,F,27,Married,Other
3007,F,23,Single,Student
3008,F,40,Married,Professional
3009,F,46,Married,Other
3010,F,26,Single,Other
3011,F,44,Married,Other
3012,F,28,Single,Other
3013,M,44,Married,Trades
3014,M,44,Married,Trades
3015,F,22,Single,Professional
3016,F,26,Single,Hospitality
3017,M,27,Single,Other
3018,M,36,Married,Sales
3019,F,23,Married,Other
3020,F,24,Single,Other
3021,F,49,Married,Hospitality
3022,F,49,Married,Hospitality
3023,M,23,Single,Sales
3024,F,24,Single,Other
3025,F,41,Married,Other
3026,F,32,Married,Other
3027,F,32,Married,Other
3028,F,32,Married,Other
3029,F,21,Single,Professional
3030,F,19,Single,Other
3031,M,40,Married,Other
3032,F,34,Married,Other
3033,M,19,Single,Sales
3034,M,31,Married,Other
3035,M,31,Married,Other
3036,F,22,Single,Other
3037,F,36,Single,Retail
3038,M,25,Single,Trades
3039,F,27,Single,Student
3040,F,22,Single,Student
3041,M,42,Married,Other
3042,M,32,Married,Other
3043,M,41,Married,Executive
3044,M,41,Married,Executive
3045,F,36,Married,Other
3046,M,52,Married,Other
3047,M,44,Married,Other
3048,M,39,Married,Other
3049,M,20,Single,Professional
3050,M,27,Single,Other
3051,M,27,Single,Other
3052,F,25,Single,Retail
3053,M,30,Single,Other
3054,M,30,Single,Other
3055,F,41,Unspecified,Hospitality
3056,F,41,Unspecified,Hospitality
3057,M,30,Married,Other
3058,M,30,Married,Other
3059,M,37,Married,Other
3060,M,37,Married,Other
3061,M,37,Married,Other
3062,F,28,Single,Other
3063,M,19,Single,Student
3064,M,24,Single,Other
3065,M,24,Single,Other
3066,M,25,Married,Other
3067,M,25,Married,Other
3068,M,27,Single,Sales
3069,M,27,Single,Sales
3070,M,27,Single,Sales
3071,F,27,Single,Retail
3072,F,59,Married,Other
3073,F,59,Married,Other
3074,F,59,Married,Other
3075,F,24,Single,Sales
3076,F,47,Married,Retired
3077,F,47,Married,Retired
3078,F,32,Married,Executive
3079,F,68,Married,Other
3080,F,68,Married,Other
3081,F,40,Married,Other
3082,F,39,Married,Professional
3083,M,37,Single,Sales
3084,F,30,Unspecified,Professional
3085,M,22,Single,Sales
3086,F,38,Single,Other
3087,M,26,Single,Other
3088,F,26,Married,Other
3089,F,26,Married,Other
3090,M,25,Single,Professional
3091,M,25,Single,Professional
3092,M,19,Single,Sales
3093,F,27,Married,Professional
3094,M,44,Married,Other
3095,M,44,Married,Other
3096,M,35,Single,Sales
3097,M,35,Single,Sales
3098,M,21,Single,Other
3099,M,21,Single,Other
3100,M,54,Married,Professional
3101,M,54,Married,Professional
3102,F,24,Single,Other
3103,M,42,Single,Other
3104,M,42,Single,Other
3105,M,42,Single,Other
3106,M,42,Single,Other
3107,M,34,Married,Other
3108,M,38,Unspecified,Trades
3109,F,31,Married,Executive
3110,F,31,Married,Executive
3111,F,37,Married,Other
3112,F,37,Married,Other
3113,F,37,Married,Other
3114,F,45,Married,Executive
3115,F,45,Married,Executive
3116,F,39,Married,Other
3117,F,39,Married,Other
3118,F,25,Single,Professional
3119,M,27,Single,Professional
3120,F,34,Single,Professional
3121,M,30,Married,Sales
3122,M,30,Married,Sales
3123,M,30,Married,Sales
3124,M,30,Married,Sales
3125,M,40,Single,Executive
3126,M,40,Single,Executive
3127,M,25,Single,Other
3128,M,34,Married,Other
3129,M,29,Single,Professional
3130,M,21,Single,Student
3131,M,29,Married,Professional
3132,M,29,Married,Professional
3133,M,33,Single,Trades
3134,F,36,Married,Executive
3135,F,22,Married,Retail
3136,F,22,Married,Retail
3137,F,32,Married,Other
3138,F,32,Married,Other
3139,F,32,Married,Other
3140,F,58,Married,Other
3141,F,58,Married,Other
3142,F,58,Married,Other
3143,F,25,Single,Retail
3144,F,22,Single,Other
3145,F,39,Unspecified,Hospitality
3146,F,38,Married,Retail
3147,M,25,Married,Executive
3148,M,25,Married,Executive
3149,M,25,Married,Executive
3150,F,37,Unspecified,Hospitality
3151,F,37,Unspecified,Hospitality
3152,M,23,Single,Other
3153,F,40,Unspecified,Hospitality
3154,M,20,Single,Executive
3155,M,20,Single,Executive
3156,M,20,Unspecified,Other
3157,M,20,Unspecified,Other
3158,M,20,Unspecified,Other
3159,F,28,Married,Executive
3160,F,53,Married,Executive
3161,M,25,Single,Other
3162,M,25,Single,Other
3163,F,29,Single,Professional
3164,F,23,Single,Other
3165,F,37,Unspecified,Hospitality
3166,F,37,Unspecified,Hospitality
3167,M,22,Single,Student
3168,F,39,Married,Professional
3169,F,29,Single,Professional
3170,F,28,Married,Executive
3171,M,22,Single,Retail
3172,M,30,Single,Trades
3173,F,20,Single,Student
3174,M,27,Married,Executive
3175,M,27,Married,Executive
3176,M,27,Single,Trades
3177,M,27,Single,Trades
3178,M,27,Single,Trades
3179,M,27,Single,Trades
3180,M,27,Single,Trades
3181,M,27,Single,Trades
3182,F,41,Unspecified,Hospitality
3183,M,48,Married,Other
3184,F,28,Single,Professional
3185,M,35,Married,Executive
3186,M,35,Married,Executive
3187,M,35,Married,Executive
3188,M,35,Married,Executive
3189,M,35,Married,Executive
3190,M,23,Single,Executive
3191,M,23,Single,Executive
3192,F,29,Married,Other
3193,M,38,Married,Other
3194,M,38,Married,Other
3195,F,41,Married,Other
3196,F,41,Married,Other
3197,F,21,Single,Other
3198,F,21,Single,Other
3199,F,59,Unspecified,Hospitality
3200,F,59,Unspecified,Hospitality
3201,F,59,Unspecified,Hospitality
3202,F,59,Unspecified,Hospitality
3203,M,33,Single,Other
3204,M,33,Single,Other
3205,F,36,Unspecified,Professional
3206,F,36,Unspecified,Professional
3207,F,37,Married,Other
3208,F,37,Married,Other
3209,F,37,Married,Other
3210,F,37,Married,Other
3211,M,37,Single,Other
3212,M,37,Single,Other
3213,M,37,Single,Other
3214,M,37,Single,Other
3215,F,36,Married,Other
3216,F,36,Married,Other
3217,M,38,Unspecified,Sales
3218,M,41,Single,Executive
3219,M,41,Single,Executive
3220,M,41,Single,Executive
3221,M,41,Single,Executive
3222,M,41,Single,Executive
3223,M,40,Married,Other
3224,F,44,Married,Sales
3225,F,65,Married,Retired
3226,F,27,Single,Other
3227,M,43,Married,Retired
3228,M,43,Married,Retired
3229,F,22,Single,Hospitality
3230,F,22,Single,Hospitality
3231,M,35,Married,Other
3232,M,35,Married,Executive
3233,M,28,Married,Sales
3234,F,22,Single,Other
3235,F,37,Single,Professional
3236,M,40,Married,Sales
3237,M,40,Married,Sales
3238,M,31,Married,Other
3239,F,46,Unspecified,Hospitality
3240,F,46,Unspecified,Hospitality
3241,F,31,Married,Retail
3242,M,32,Married,Other
3243,M,30,Married,Other
3244,F,33,Married,Other
3245,F,39,Married,Professional
3246,F,39,Married,Professional
3247,F,39,Married,Professional
3248,F,23,Single,Other
3249,F,23,Single,Other
3250,F,23,Single,Other
3251,F,23,Single,Other
3252,F,62,Married,Other
3253,F,32,Married,Other
3254,F,32,Married,Other
3255,M,42,Married,Other
3256,M,42,Married,Other
3257,M,40,Married,Trades
3258,F,32,Single,Professional
3259,M,23,Single,Other
3260,M,23,Single,Other
3261,F,22,Married,Other
3262,M,47,Unspecified,Trades
3263,M,27,Single,Professional
3264,M,27,Single,Professional
3265,F,43,Married,Other
3266,F,43,Married,Other
3267,M,23,Single,Other
3268,M,23,Single,Other
3269,M,25,Single,Retail
3270,M,25,Single,Retail
3271,M,25,Single,Retail
3272,M,38,Married,Other
3273,M,38,Married,Other
3274,M,38,Married,Other
3275,F,28,Single,Other
3276,F,34,Married,Other
3277,F,27,Married,Other
3278,M,28,Married,Student
3279,M,42,Unspecified,Other
3280,M,42,Unspecified,Other
3281,M,42,Unspecified,Other
3282,M,27,Single,Sales
3283,M,27,Single,Professional
3284,M,38,Married,Other
3285,M,38,Married,Other
3286,M,38,Married,Other
3287,F,25,Single,Retail
3288,M,23,Single,Other
3289,F,34,Married,Executive
3290,F,34,Married,Executive
3291,F,34,Married,Executive
3292,F,34,Married,Executive
3293,F,42,Married,Other
3294,M,49,Unspecified,Other
3295,F,26,Single,Sales
3296,F,33,Married,Professional
3297,M,43,Unspecified,Trades
3298,F,41,Married,Other
3299,M,29,Single,Trades
3300,M,46,Married,Professional
3301,M,46,Married,Professional
3302,M,46,Married,Professional
3303,M,46,Married,Professional
3304,M,36,Married,Other
3305,M,36,Married,Other
3306,M,20,Single,Professional
3307,M,26,Married,Other
3308,F,47,Married,Executive
3309,F,47,Married,Executive
3310,F,47,Married,Executive
3311,F,32,Single,Professional
3312,F,44,Married,Other
3313,M,19,Single,Sales
3314,M,19,Single,Sales
3315,F,46,Married,Executive
3316,F,46,Married,Executive
3317,F,46,Married,Executive
3318,F,46,Married,Executive
3319,M,17,Single,Student
3320,M,17,Single,Student
3321,M,31,Married,Sales
3322,M,31,Married,Sales
3323,F,32,Married,Other
3324,M,26,Single,Other
3325,M,26,Single,Other
3326,F,36,Married,Other
3327,M,43,Single,Professional
3328,M,43,Single,Professional
3329,M,44,Single,Other
3330,M,30,Married,Sales
3331,M,30,Married,Sales
3332,F,29,Single,Professional
3333,F,30,Single,Professional
3334,M,29,Single,Professional
3335,F,29,Married,Other
3336,F,29,Married,Other
3337,M,19,Single,Sales
3338,M,19,Single,Sales
3339,M,28,Married,Professional
3340,M,28,Married,Professional
3341,F,46,Married,Executive
3342,F,48,Unspecified,Hospitality
3343,M,21,Single,Professional
3344,M,25,Married,Executive
3345,M,25,Married,Executive
3346,F,26,Single,Other
3347,F,34,Married,Other
3348,F,34,Married,Other
3349,M,39,Married,Sales
3350,M,39,Married,Sales
3351,M,39,Married,Sales
3352,M,37,Married,Sales
3353,F,49,Married,Hospitality
3354,F,24,Married,Other
3355,F,24,Married,Other
3356,F,24,Married,Other
3357,M,25,Married,Professional
3358,M,25,Married,Professional
3359,F,19,Single,Retail
3360,F,28,Single,Retail
3361,F,44,Unspecified,Hospitality
3362,F,20,Single,Professional
3363,F,39,Married,Other
3364,F,23,Single,Other
3365,M,30,Married,Executive
3366,F,47,Married,Professional
3367,F,38,Single,Retail
3368,F,41,Married,Other
3369,F,41,Married,Other
3370,F,35,Single,Retail
3371,F,35,Single,Retail
3372,F,36,Single,Professional
3373,F,38,Married,Retail
3374,F,38,Married,Retail
3375,F,38,Married,Retail
3376,M,28,Single,Other
3377,F,32,Married,Professional
3378,M,24,Single,Other
3379,M,42,Married,Other
3380,F,24,Single,Other
3381,F,45,Married,Hospitality
3382,F,42,Married,Executive
3383,F,42,Married,Executive
3384,M,39,Married,Trades
3385,F,26,Single,Other
3386,F,26,Single,Other
3387,F,40,Married,Professional
3388,M,49,Married,Other
3389,M,49,Married,Other
3390,F,32,Married,Other
3391,F,41,Unspecified,Hospitality
3392,F,21,Single,Student
3393,F,21,Single,Student
3394,F,25,Single,Professional
3395,M,26,Single,Trades
3396,M,26,Single,Trades
3397,F,35,Married,Other
3398,M,35,Married,Executive
3399,F,19,Single,Retail
3400,M,43,Married,Sales
3401,F,52,Married,Other
3402,M,24,Single,Other
3403,M,24,Single,Other
3404,F,43,Married,Executive
3405,F,43,Married,Executive
3406,F,53,Unspecified,Hospitality
3407,F,26,Single,Other
3408,F,34,Married,Hospitality
3409,F,34,Married,Executive
3410,F,47,Married,Hospitality
3411,F,47,Married,Hospitality
3412,M,30,Single,Other
3413,M,30,Single,Other
3414,F,20,Single,Professional
3415,F,24,Single,Other
3416,F,24,Single,Other
3417,F,38,Married,Other
3418,F,38,Married,Other
3419,M,49,Married,Professional
3420,M,49,Married,Professional
3421,M,49,Married,Professional
3422,M,31,Single,Other
3423,M,37,Married,Sales
3424,M,37,Married,Sales
3425,F,45,Married,Other
3426,F,35,Married,Executive
3427,M,37,Married,Trades
3428,M,37,Married,Trades
3429,F,33,Married,Professional
3430,M,21,Single,Professional
3431,F,19,Single,Professional
3432,M,22,Single,Other
3433,M,22,Single,Sales
3434,M,22,Single,Sales
3435,F,46,Married,Professional
3436,M,22,Single,Trades
3437,F,28,Single,Professional
3438,F,46,Married,Other
3439,F,56,Married,Retired
3440,F,37,Married,Executive
3441,F,44,Married,Professional
3442,M,39,Single,Sales
3443,F,21,Single,Professional
3444,F,40,Married,Other
3445,F,21,Single,Sales
3446,F,21,Single,Sales
3447,F,69,Married,Retired
3448,F,43,Married,Other
3449,F,41,Married,Hospitality
3450,F,33,Married,Other
3451,F,33,Married,Other
3452,M,43,Married,Sales
3453,F,61,Married,Retired
3454,M,23,Single,Sales
3455,M,20,Single,Sales
3456,F,36,Married,Sales
3457,M,28,Married,Other
3458,F,48,Unspecified,Hospitality
3459,M,20,Single,Other
3460,M,20,Single,Other
3461,M,45,Married,Other
3462,M,26,Single,Trades
3463,M,31,Single,Other
3464,M,31,Single,Other
3465,M,31,Single,Other
3466,M,31,Single,Other
3467,F,30,Married,Other
3468,F,30,Married,Other
3469,M,30,Single,Professional
3470,M,30,Single,Professional
3471,F,37,Married,Retail
3472,F,37,Married,Retail
3473,M,28,Single,Sales
3474,M,37,Single,Executive
3475,M,37,Single,Executive
3476,M,37,Single,Executive
3477,M,37,Single,Executive
3478,F,25,Single,Student
3479,F,20,Married,Retail
3480,F,20,Married,Retail
3481,F,29,Single,Retail
3482,F,32,Single,Professional
3483,F,34,Married,Executive
3484,F,52,Married,Other
3485,F,66,Married,Other
3486,F,38,Single,Retail
3487,F,27,Married,Professional
3488,F,27,Married,Professional
3489,M,19,Single,Other
3490,M,19,Single,Other
3491,F,35,Married,Sales
3492,M,32,Married,Executive
3493,M,32,Married,Executive
3494,F,20,Single,Other
3495,F,33,Married,Hospitality
3496,F,33,Married,Hospitality
3497,M,31,Married,Other
3498,F,63,Married,Other
3499,M,31,Single,Other
3500,M,41,Married,Professional
3501,F,27,Married,Executive
3502,F,36,Married,Other
3503,F,36,Married,Other
3504,F,22,Single,Professional
3505,F,20,Single,Professional
